"sentimen","score","text"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-2,"twitter isinya org mengeluh harga trus beta mnju utk isi bbm tau disana antrian beta sadar ntt harga bbm tdk jd karna harga beli kendaraan mahal amp beli cash"
"Positif",0,"beta sarankan utk yg mengeluh bbm harga kalo tdk sanggup ribuutk tebus harga ltr dr harga yg jual kendaraan beli sepeda ko dayung biar sehat badan sehat otak sehat pikir"
"Negatif",-1,"ayoookita gabung dgn megawati amp pdip demo kepung istanapdip ancam turunkan ribu orang kepung istana harga bbm cc "
"Negatif",-1," ditiru harga bbmlpg danigor naiktapi bakar batunya istana negara"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",0," ahok izinkan harga bbm mamam"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-3," masyarakat menjerit kenaikan hargaharga diakibatkan naiknya bbm gaji direksi pertamina naikberkah penderitaan rakyat"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-3," masyarakat menjerit kenaikan hargaharga diakibatkan naiknya bbm gaji direksi pertamina naikberkah penderitaan rakyat"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",0," jaga performa mesin bbm pertamax keunggulannya dibanding pertalite disimak guyss"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga minyak dunia harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",0,"ahok berkutik pdip diam harga bbm trus "
"Negatif",-1," alasan harga bbm "
"Positif",1," mestinya negara menjamin keselamatan saksi megakorupsi korupsi yg menyengsarakan rakyat terungkap klo angkanya ribuan trilyun rph bikin rakyat sejahtera risau harga bbm kebutuhan pokok "
"Positif",1," harga pertamax rp papua harganya pro bbm harga dipromosikan "
"Positif",0," top jaga performa mesin bbm pertamax keunggulannya loh dibanding pertalite kuy simak"
"Negatif",-2,"kado spesial ramadhan wakil rakyatdpr ganti hordenggaji direksi pertamina naikgaji pegawai pertamina naikgaji pegawai bumn naikgaji pns naikrakyatbbm tol naikminyak goreng naikgas kg "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"singapura rp ltrlaos rp ltr thailand rp ltr vietnam rp ltr bbm nonsubsidi filipina rp ltr kamboja amp myanmar rp ltr source "
"Negatif",-3,"menteri badan usaha milik negara bumn erick thohir harga bahan bakar minyak bbm pertamax kenaikan dipicu melonjaknya harga minyak mentah dunia menembus us barel "
"Positif",3,"ttg kenaikan harga bbm krn pertamax produk bbm yg disubsidi tp pemerintah msh subsidi bensin pertalite ron harga bensin pertalite tdk berubah "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Positif",1," harga pertamax rp papua harganya pro bbm harga dipromosikan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"assalamualaikumdlu pemerintah rencana menaikan harga bbmmesti demo proses yg skrng harga bbm dn rakyat utk fahami ituberarti enak bgt jdi pemerintah dpr yapemerintah dpr sepakat gk rakyat menjerit"
"Positif",0,"mari simak info jaga performa mesin bbm pertamax keunggulannya dibanding pertalite"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"mantull emang nih jaga performa mesin bbm pertamax keunggulannya loh dibanding pertalite yuk simak"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," harga bbm pertamax gaji direksi pegawai pertamina april "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," kaget kukira pohon harga bbm pertamax naikterlalu sensitif dgn berita harga melambung "
"Positif",0," bbm pertalite gak yg disatirin solar harganya pertamax dr non subsidi jd wajar mengikuti harga global yg cerdas dlm berpikir"
"Negatif",-5,"dunia berubah total harga bbm dinaikkan rupiah orang orang protes pejabat menangis harga bbm dinaikan liat harga bbm drastis memikirkan kondisi ekonomi "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," rakyat susah dgn hargaharga kebutuhan minyak goreng naikn bbm ap loe mikir ikn gak ad manfaat rakyat proyek ambisi segelintir org"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"harga bbm abang ojol mengeluh bensin mahal puasa harga barang keras murka amp laknat alloh swt menghantam durjana annisa amp alburuj "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-2,"berita danhingga pdip tapipdip ancam turunkan ribu orang kepung istana harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0," bbm pertamina beli minyak murah otomatis ongkos produksi murah harganya mengalami kenaikan berdampak masyarakat harga stabil signifikan mamit"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"aneh bin ajaib harga bbm nangisharga bbm tertawa gembira "
"Negatif",-2,"berfikir dgn akal sehat bbm langka umr buruh ga dinaikan trus koleganya periode pantaspunya otak dipakailah jgn ditutupin dlm tengkorak doang pertalite habis imbas kenaikan harga pertamax "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-3,"publik dibikin gaduh mengeluh isu polemik bergemuruh bayangkan minyak goreng langka harga bbm periode mikir dongsubscribe "
"Negatif",-1," harga bbm salah satunya naikan gaji direksi pegawai rakyat korban direksi pegawai angkat kaki "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-7," parah indonesia ekonomi nyungsebsembako mahalbbm hargakeadilan hilanghukum tajam oposisi tumpul group rezimketurunan pki masuk tniya allah selamatkan negeri kehancuran dipimpin orang bodoh boneka pinokio "
"Negatif",-1,"ku reuwas soak ngisi bensin honda beat sampe rb harga bbm kali ga lucu bgt si jujur honda beat loh beattt rebuuu aaa ikhlas"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"aneh bin ajaib harga bbm nangisharga bbm tertawa gembira "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0," nya harga bbm akibat naiknya harga minyak duniawajar krna harga minyak tegantung pasar globalyang aneh harga minyak dunia turun minyak turun pertamina bangkruntitu laknat namanya"
"Negatif",-1," difilm azaban dilayar televisi perihal reka adegan menangis harga bbm harga bbm "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",0," harga bbm ron malaysia rm x rp liter catatan bbm pertamax harganya kemarin ron harga lpg kg malaysia rm x rp "
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"jgn termakan issu agama pki ya yg mendasar adlh korupsi yg meraja lela harga sembako yg tdk terjangkau dn langkaharga bbmgas yg manuver elitpolitisi yg berusaha makar konstitusi defisit moral pemimpin"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1," rakyat susah dgn hargaharga kebutuhan minyak goreng naikn bbm ap loe mikir ikn gak ad manfaat rakyat proyek ambisi segelintir org"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"kenaikan harga bbm tarif jalan tol berpengaruh penyesuaian tarif angkutan logistik "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-1,"jgn termakan issu agama pki ya yg mendasar adlh korupsi yg meraja lela harga sembako yg tdk terjangkau dn langkaharga bbmgas yg manuver elitpolitisi yg berusaha makar konstitusi defisit moral pemimpin"
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga bbm shell mahal harga pertamax "
"Positif",1," harga pertamax rp papua harganya pro bbm harga dipromosikan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Negatif",-2,"harga bbm abang ojol mengeluh bensin mahal puasa harga barang keras murka amp laknat alloh swt menghantam durjana annisa amp alburuj "
"Positif",0,"harga bbm shell mahal harga pertamax "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0," hahaha serem rujak ormas sih bahas bbm indo harga minyak dunia turun "
"Positif",1," harga pertamax rp papua harganya pro bbm harga dipromosikan "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-3,"ya gini klo maksa bangun ikn dana nya engga jd aja nya dinaikkin harga bbm naiklah minyak goreng gas lpg ppn muncul berita korupsi mega proyek ikn "
"Positif",0," iya harga mahal beli minyak kota bbm kudu piye iki"
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",1," narasi recehkan rezim skrg penguasanyapenguasalah yg kuasa tuk menahan harga bbm tdk gmn kau "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",1,"harga minyak dunia melambung mengakibatkan hargaharga bbm pertamax murah pemerintah membantu middle class subsidi rp liternya "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet "
"Positif",1," langsung rakyat sdah paksa urunan sgala bhn pokok naikan harga ytarip listrik trus trusan bbm gas smua bikin kesel aja pemerintah giliran teriak kencang main tangkap aja"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"silahkan bandingkan hemat kenaikan bbm tsb tepatharga shell super ron rp liter rp liter harga shell vpower ron rp liter rp liter "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",1,"sedih minyak kemarin aja harga makanan udah bbm makanan "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," bangsat kaliansemoga posisi rakyat bawahkenaikan harga bbm efek domino kebutuhan harganyakenaikan migor yg support rezim sdh kelimpungan rakyat"
"Negatif",-1," harga bbm gajinya pegawai naiksementara rakyat menangis mikir besok makan uang hutang"
"Negatif",-2,"harga minyak goreng bbm ppn angka kemiskinan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1," orang orang hidup nya berkepucupkan kasih han orang orang hidup nya pas passan ku jaman harga bbm bbm cuman bantuan jalaw awakna rakyat kesusahan"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",1,"harga minyak dunia melambung mengakibatkan hargaharga bbm pertamax murah pemerintah membantu middle class subsidi rp liternya "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"harga bbm harga minyak dunia efek invasi rusia ukrainatapi aja menghubungkan dgn perpolitikan ketidakberpihakan pemerintah rakyat yg menghubungkan dgn gp mandalika"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
